Время,id отправителя,Имя,id получателя, Сообщение
00:01:43,SylwyzyyiZx,Oдилхон,,Огонь
00:01:43,S4lGSc7ytWx,Наталья Афанасьева,,+++ была вчера
00:01:44,HtxkiDQxoWe,Alex,,🔥🔥🔥🔥🔥🔥
00:01:44,H_efLQrs_Wx,Фахима,,🔥🔥🔥🔥🔥🔥🔥
00:01:44,BolG1_mxjWl,Андрей,,🔥🔥🔥🔥
00:02:09,HAfoovXgibe,Ден,,Дмитрий еще раз привет
00:02:09,HFxKtc_Zi-e,Dmitry,,Очень виснет.
00:02:09,SZeAgxuecZe,Alisa,,🔥🔥🔥🔥🔥
00:02:09,B-edO0QlsWe,Андрей,,🔥
00:02:09,rZgpkVmxjWg,Сергей,,+++
00:02:10,HblL047giWe,Жалгас,,🔥🔥
00:02:10,HBGJYIHh5Wx,Николай,,Здравствуйте!!!Подмосковье!!!
00:02:48,B4gcWmvnYWx,Владимир,,Был
00:02:48,rVgsI6uT_Zx,Dmitry Lava,,"всем привет, Дмитрий приветствую !!1"
00:02:48,rGgB-D7goZg,кирилл,,🔥
00:02:48,SMex4nFt5We,Светлана,,🔥
00:02:48,HGeyMPmljZl,Болат,,+
00:02:49,Hge1xddbo-l,Надежда,,Первый раз
00:02:49,rEMko5u_K-e,Герасим,,я первый раз
00:02:49,rmgnLDmljWl,Zzz79,,🔥🔥
00:02:49,SyxPSu8-jbe,Дмитрий,,Новенький
00:02:49,Hgl8C9_Zi-l,Mery,,Новенькая
00:02:49,rZxJQHHVdbe,Нина,,🔥🔥
00:02:50,BweBFL_W9Zl,Ринат,,🔥
00:02:50,HSxDJM7xs-l,Наталья,,🔥🔥🔥
00:02:50,BXg7ycubi-e,Максим,,🔥🔥🔥🔥
00:02:50,HneZXD5et-e,Александр,,+
00:02:50,HZlmAgM3YZg,Дмитрий,,Новенький
00:02:50,rfgHj6L6Y-e,Андрей,,Я новеький
00:02:51,H5lUSyNej-g,Виталий,,🔥
00:02:51,SWxI3UvZc-e,Екатерина,,+++
00:02:51,B1lndQSn9We,Екатерина,,Новенькая
00:02:51,r7lhY6hRFbx,Александра,,В первый раз
00:02:51,SVfiqudbsZg,Рафаил,,🔥🔥🔥🔥🔥
00:02:53,HrllNYusPZx,Vetschna,,"я вчера не слышала, но видела"
00:02:53,HygfEGGgzYbl,Tamara,,Я первый раз
00:02:53,BQl7D2XXtbe,Надежда,,"Дмитрий Вас очень приятно слушать, всё  подробно, по делу, просто огромное спасибо 🙏💕!"
00:02:53,HVgXQcdWibe,Татьяна,,Новенький
00:02:55,rtebYFXxoZe,Татьяна  Бунина,,ДОБРЫЙ  ВЕЧЕР!
00:02:55,rBx5m97eoWx,Любовь,,🔥🔥🔥🔥🔥🔥🔥🔥
00:03:06,SkgxionLxcbe,Наталья,,🔥🔥🔥🔥было круто!!!
00:03:06,HJeL4qdZjWg,Lafitskaya,,Я новенькая
00:03:06,BkxePWQ36tZx,Игорь,,Огонь
00:03:06,Hhldu4jG9bx,Сергей,,🔥🔥🔥🔥🔥
00:03:06,S7eYPK_bjbx,Дамир Дамир,,Первый раз
00:03:36,S7gRBddWjbx,Оксана,,Есть ли запись 1 дня?
00:04:36,ByllYvfNxj-g,Владимир,,Всем привет!
00:05:10,r7g8F2QxsZe,Максим,,Привет всем!
00:06:37,roljqcduK-e,Ольга,,Во сколько начало
00:06:37,S5eQZPmxibe,Елена,,готов
00:06:37,Hge1xddbo-l,Надежда,,Готова
00:06:37,HOlWeR1j9Zg,Сергей,,готов
00:06:37,SyxPSu8-jbe,Дмитрий,,Готов
00:06:37,rGgB-D7goZg,кирилл,,готов
00:06:37,BjghUgfx9Zl,Oksana,,готова))))
00:06:37,HblL047giWe,Жалгас,,Готов
00:06:37,SOeaYOotcWx,Дмитрий,,готов
00:06:37,ByxiW-w3Ybx,Сергей,,Готов
00:06:38,rZgpkVmxjWg,Сергей,,готов
00:06:38,B1lndQSn9We,Екатерина,,Шотова
00:06:38,rkgqt7eCO-l,Любовь,,Готова
00:06:38,rolaIcsRF-e,Мария,,готова
00:06:38,SblKj_b15Zg,Талиб,,Готов
00:06:38,SWxI3UvZc-e,Екатерина,,3&gt. B&gt;2
00:06:38,SVxVo5XZsWx,Дмитрий,,Готов
00:06:38,rye7EX2aKWg,Валентина,,готова!!!! 🔥🔥🔥🔥🔥
00:06:38,rNg1zrdZsZg,Иван,,Поехали
00:06:38,H_efLQrs_Wx,Фахима,,Готова!!!
00:06:39,r7lhY6hRFbx,Александра,,готова!!!
00:06:39,S4lGSc7ytWx,Наталья Афанасьева,,"Готова,!!!"
00:06:39,ByllYvfNxj-g,Владимир,,Готов
00:06:39,SwxSt_qT_bg,Владимир,,Поехали
00:06:39,BkxePWQ36tZx,Игорь,,Готов
00:06:39,SNxTEdOTK-g,Денис Потехин,,Всегда готов
00:06:41,rtebYFXxoZe,Татьяна  Бунина,,🔥🔥🔥  готова
00:06:47,BBeVuq_WjZx,Radiy,,Подтверди что ты не робот)
00:06:47,S4xEtl4gjbe,Игорь,,Готов! 🔥🔥🔥🔥🔥🔥🔥
00:06:47,reeCaOyjcZe,Дмитрий,,О как
00:06:47,r7eUA3Qlobg,Saiasat,,Готова
00:06:53,rSe28h7ejbl,Юлия,,Готова
00:07:04,rVgsI6uT_Zx,Dmitry Lava,,вперед ура!!!
00:07:04,SreOX2dZs-l,Сергей,,"О,кеу"
00:07:28,HygfEGGgzYbl,Tamara,,🔥🔥🔥🔥🔥
00:09:00,S5eQZPmxibe,Елена,,актив
00:09:00,BSlQYRryFbg,Михаил,,актив
00:09:01,HQlRLQ-k5Wx,Маргарита,,актив
00:09:04,SXgwv5z3uWl,Ирина,,Актив
00:09:04,BkxePWQ36tZx,Игорь,,Актив
00:09:12,S4lGSc7ytWx,Наталья Афанасьева,,Актив
00:09:12,rqgRaHjStZx,НАФИСА,,Актив
00:09:12,rolaIcsRF-e,Мария,,актив
00:09:12,H_efLQrs_Wx,Фахима,,Актив
00:09:22,r7lhY6hRFbx,Александра,,Что приносит доход
00:09:52,rtebYFXxoZe,Татьяна  Бунина,,актив
00:10:01,SblKj_b15Zg,Талиб,,"А как теперь быть, столько времени пытался создавать агентов, а сейчас приложения уже вышли где можно создать любого бота, ИИ-ассистента"
00:10:02,BSlQYRryFbg,Михаил,,Я
00:10:11,B4ermMK2tZx,Галина,,Актив
00:11:11,HBGJYIHh5Wx,Николай,,Привет Раменское!!!
00:12:53,Hje2MW305Wg,Ыквал,,Привет из Бишкека
00:12:54,SjlMS4Bbcbl,ВалериЯ,,Понятно
00:12:55,S5eQZPmxibe,Елена,,понимаю
00:12:57,r7lhY6hRFbx,Александра,,понимаю
00:13:05,Hhldu4jG9bx,Сергей,,"Да, понятно, конечно)"
00:13:06,ByllYvfNxj-g,Владимир,,Понятно
00:13:15,rFeaPm7ljZg,Евгений,,с 3.5млн 45к
00:14:39,HMxFrFmncbg,Муратбек,,Привет всвсем
00:14:53,rolaIcsRF-e,Мария,,да
00:14:54,HSxq6HLl9Ze,Татьяна,,да
00:14:54,HOlWeR1j9Zg,Сергей,,да
00:14:55,rZgpkVmxjWg,Сергей,,да
00:14:56,SyxPSu8-jbe,Дмитрий,,Да
00:14:56,S5eQZPmxibe,Елена,,да
00:14:57,SCggRMDnF-e,Жанна,,да очень
00:14:58,S1gl0XOuZsZe,Алексей,,Да
00:14:58,Hhldu4jG9bx,Сергей,,ДА
00:14:59,SWxI3UvZc-e,Екатерина,,40
00:15:00,HrllNYusPZx,Vetschna,,да
00:15:00,B4ermMK2tZx,Галина,,Да
00:15:01,HVl5MWmgo-g,Елена,,да
00:15:01,SreOX2dZs-l,Сергей,,Да
00:15:02,B1lndQSn9We,Екатерина,,Да
00:15:02,HblL047giWe,Жалгас,,Да
00:15:03,HMxFrFmncbg,Муратбек,,Да
00:15:03,r7lhY6hRFbx,Александра,,ДА!!!
00:15:05,rGlg4u_bjbx,Ольга Постнова,,да
00:15:06,HfxQekZki-l,Александр,,да
00:15:06,H_efLQrs_Wx,Фахима,,Да!!!
00:15:06,reg1mhd-obx,Андрей,,да
00:15:07,H-ew5K7xoWg,Михаил,,Да
00:15:07,HygfEGGgzYbl,Tamara,,Да
00:15:08,Bwx5fYcNYbl,Cветлана,,Да
00:15:08,ByllYvfNxj-g,Владимир,,Да
00:15:08,rkgqt7eCO-l,Любовь,,Да
00:15:09,Hxer4sdbjbg,Даша,,Да
00:15:09,rPlcCtg5u-x,Нимасу,,Да
00:15:10,rSeMmrvnYbg,Ольга,,Да
00:15:11,S4lGSc7ytWx,Наталья Афанасьева,,Да да да
00:15:11,Hzxrsbm1t-g,Клавдия,,Всем привет
00:15:12,rqgRaHjStZx,НАФИСА,,Да
00:15:12,S4xEtl4gjbe,Игорь,,Да! 🔥🔥🔥🔥🔥🔥🔥
00:15:13,ByxXtoziF-e,Тамара,,Да
00:15:13,Bwe7UNEgjWe,Марина,,Да
00:15:13,SXgwv5z3uWl,Ирина,,Да
00:15:14,S-lH9sEn_We,Валентина,,да
00:15:15,SrgVIn7xjbx,Toni,,Да
00:15:15,BmeuExxxj-g,Светлана,,Да
00:15:23,SjlMS4Bbcbl,ВалериЯ,,Любой хотел бы
00:15:23,BElO3kD_cZx,Татьяна,,Да.
00:15:24,Btf22510u-x,Александр,,Да
00:15:24,rmlrqXQaKZg,Владимир,,Да
00:15:25,HklsdtXls-g,Эдвард,,Yes
00:15:36,rylqU6ekKbg,Аркадий,,Да
00:16:24,ByxXtoziF-e,Тамара,,-
00:16:24,rEMko5u_K-e,Герасим,,-
00:16:25,Hhldu4jG9bx,Сергей,,-
00:16:25,SVxVo5XZsWx,Дмитрий,,-
00:16:26,SWxI3UvZc-e,Екатерина,,-
00:16:29,Hcl09SmlsWl,Константин,,-
00:16:30,B2xs-P7gs-l,Анна,,-
00:16:30,HMxFrFmncbg,Муратбек,,-
00:16:31,Sxlalvlw9Zg,Владимир,,_
00:16:31,BogX-w7gsWx,Светлана,,-
00:16:32,HzgKO-5Et-e,Юлия,,Для себя насоздавала таких
00:16:34,ByllYvfNxj-g,Владимир,,-
00:16:37,Bwe7UNEgjWe,Марина,,-
00:16:38,H4gTi8dlKWx,КаринэАйрапетян,,---
00:16:45,HSxDJM7xs-l,Наталья,,-
00:16:46,S4lGSc7ytWx,Наталья Афанасьева,,--
00:16:46,S7xO3sxdqWl,Валерия,,-
00:16:46,HfxQekZki-l,Александр,,-
00:16:56,HblL047giWe,Жалгас,,-
00:16:56,rylqU6ekKbg,Аркадий,,-
00:16:57,HygfEGGgzYbl,Tamara,,-
00:17:01,HSxDJM7xs-l,Наталья,,Что значит продают за подписку?
00:17:01,r-eESICGtWg,Ольга,,-
00:17:02,B-eq_K_-iZl,Natalya,,-
00:17:27,SXgwv5z3uWl,Ирина,,-
00:18:15,BgxJjCObjWl,Александр,,+
00:18:23,rEMko5u_K-e,Герасим,,авитолог
00:18:24,BHgevduboWx,Ramis,,услуги грузчиков в Москве
00:18:25,rEgWayYgj-g,Никита,,копирайтинг
00:18:31,rqge9417KWg,Наталья,,Бьюти
00:18:34,Sygx3jdu-sbl,Elena,,Бренд одежды из натуральных тканей
00:18:36,H7xqcU7xsWx,Мария,,Психолог
00:18:37,HfeUk4dZiZl,КариНочка,,Массажист
00:18:38,reg1mhd-obx,Андрей,,ремонт квартир
00:18:39,Bnl7FYQxoZg,Антон,,Психолог
00:18:40,ByllYvfNxj-g,Владимир,,Безработный
00:18:50,HSxYbRM3ubx,ЗаДело! @botshares,,GPTs будет сдирать мои токены если его будут использовать другие?
00:18:51,S5eQZPmxibe,Елена,,изделия из эпоксидной смолы и дерева
00:18:51,HklsdtXls-g,Эдвард,,Строительство
00:18:52,rylqU6ekKbg,Аркадий,,у меня нет ниши и в этом проблема
00:18:59,Bmx25yJkj-g,Елена,,психолог
00:19:00,HCl1MC_Zibx,Анастасия,,Юридические умлуги
00:19:20,rVgsI6uT_Zx,Dmitry Lava,,недвижимость агенство
00:19:25,ryxgrQ898cWg,Наталья,,"Наталья, подписка - это не единоразовая оплата, а, например, каждый месяц некая сумма будет с человека списываться за пользование сервисом (например, онлайн-кинотеатры по такой системе работают)"
00:19:48,HMeeIDEeiZe,Катерина,,А чем этот ассистент будет отличаться от обычной нейросети?
00:19:49,BQl7D2XXtbe,Надежда,,В клоде делаете сотрудника?
00:19:55,HkelD5akJibx,Елена,,"Эзотерический контент, карты таро и свечи, отливки воском"
00:20:19,SleRRn_-obe,Алексей Корнилов,,Продажа и Распространение Апифиопродуктов для здоровья.
00:20:27,SXgEtcdWo-l,Katya,,"В chatGPT можно сделать ежемесячную подписку на агента? Расскажите, пожалуйста как🙏🙏🙏🙏 Там же можно просто либо дать доступ, либо нет. Но если ссылку дал, то человек сможет все время пользоваться агентом"
00:23:38,Smg9uOmxibx,Alexey,,"это круто , и я понимаю и знаю как это все делать, но не понимаю как это продавать на такие суммы?"
00:23:57,BeeiVRJCObe,Sveta,,"ии-агента сделали, он работает на Chat GPT, но его надо ежемесячно покупать, а клиент это не умеет, т.е продать ии-ассистента и посадить на подписку?"
00:25:20,rqgRaHjStZx,НАФИСА,,"Ясновидение, звукотерапия голосом, распаковка личности по авторскому методу"
00:26:05,reg1mhd-obx,Андрей,,да
00:26:09,B4gcWmvnYWx,Владимир,,Да
00:26:11,rZxJQHHVdbe,Нина,,да
00:26:11,Hhe3akKbibl,Людмила Овсянникова,,да
00:26:11,r7lhY6hRFbx,Александра,,да
00:26:11,ByxXtoziF-e,Тамара,,Да
00:26:12,rGlg4u_bjbx,Ольга Постнова,,да
00:26:12,Hge1xddbo-l,Надежда,,да
00:26:12,SWxI3UvZc-e,Екатерина,,40
00:26:13,rSe28h7ejbl,Юлия,,Да
00:26:13,rNWE3hu6qbl,Галина,,да
00:26:14,HblL047giWe,Жалгас,,Да
00:26:14,B6eSoJ8eiWl,Регина,,Да
00:26:15,rrle81VesWg,Алим Хамитов,,если 10к за 30 минут - за час разве не 20к?)))
00:26:19,r7x3ewmejbl,Алла,,да
00:26:20,rqgRaHjStZx,НАФИСА,,Да
00:26:20,HSxDJM7xs-l,Наталья,,Да
00:26:21,HFlBmq_WiWe,Татьяна,,да
00:26:21,B4ermMK2tZx,Галина,,Да
00:26:21,BQl7D2XXtbe,Надежда,,Да
00:26:22,BeeiVRJCObe,Sveta,,да
00:26:22,HVl5MWmgo-g,Елена,,да3
00:26:22,rylqU6ekKbg,Аркадий,,Да
00:26:23,rVgsI6uT_Zx,Dmitry Lava,,да конечно
00:26:24,HMxFrFmncbg,Муратбек,,Да
00:26:25,Sxlalvlw9Zg,Владимир,,да
00:26:26,BfxB9o0Ru-g,Ольга,,"ДА, конечно"
00:26:27,H_efLQrs_Wx,Фахима,,ДА!!!
00:26:27,B1lndQSn9We,Екатерина,,Да
00:26:30,rEgWayYgj-g,Никита,,я и на 4 часа сяду)
00:26:30,SXgwv5z3uWl,Ирина,,Да
00:26:37,SVl6-SsS5Ze,Ольга,,"Это на платформе чата GPT, Он у нас работает только с ВПН. Значит ли это, что тот, кто его купит, будет вынужден пользоваться им только через ВПН?"
00:26:37,S4lGSc7ytWx,Наталья Афанасьева,,Да
00:26:37,Hje2MW305Wg,Ыквал,,Да
00:26:38,SCggRMDnF-e,Жанна,,конечно уделила бы и больше времени
00:26:40,HrllNYusPZx,Vetschna,,да
00:26:41,HTx04UZyubl,Галина,,да
00:26:41,r1xSZUXgoWl,HeBuguMka,,Да
00:26:43,H-ew5K7xoWg,Михаил,,Конечно уделил бы время.
00:26:45,rkgqt7eCO-l,Любовь,,"Да,где глиента взять."
00:26:48,BZbhB9iW5bl,Yulia,,да
00:26:48,Hhldu4jG9bx,Сергей,,Я бы из него не вылезал))
00:26:49,rSeMmrvnYbg,Ольга,,Да.
00:26:49,ByllYvfNxj-g,Владимир,,Да
00:26:50,S4xEtl4gjbe,Игорь,,Да!
00:26:51,ByxiW-w3Ybx,Сергей,,да
00:26:51,B4ermMK2tZx,Галина,,Где клиентов брать?☺️
00:26:52,HSlRkn_bobg,Данияр,,да
00:26:52,BSlQYRryFbg,Михаил,,"Да, если бы знал куда его продать!"
00:26:52,SVxVo5XZsWx,Дмитрий,,Да
00:26:53,rBx5m97eoWx,Любовь,,Богом
00:26:54,BfeQRbVxi-g,Наталья,,Конечно
00:26:55,BweBFL_W9Zl,Ринат,,Да
00:27:15,H4GGIgKZj-x,Татa,,"так есть уже тысячи бесплатных агентов под разные темы. Собирать агента - это легко, через год-два это каждый сам будет уметь))))"
00:27:17,S1gl0XOuZsZe,Алексей,,Да
00:27:25,HkeS5td4Ybl,Нурлан,,Кааанечна
00:27:39,S1xmntVls-g,Анжелика массаж остеопатия,,У меня вопрос- как работает продажа по подписке?
00:27:39,BfxmnX11iZg,Марина,,"Конечно,  да!"
00:28:35,SMgsfUHeiZx,Алексей,,Анжелика. через платформу. например protalk
00:29:18,rpe0I_NVFWg,Виктория,,А клиент платит только за приобретение или за пользование тоже?
00:29:19,rVgsI6uT_Zx,Dmitry Lava,,официант в ресторане
00:29:26,HwgY57BxoZl,Andrei,,Через Телеграм бота
00:30:58,ByxXtoziF-e,Тамара,,"Я не технарь, боюсь не справиться"
00:31:13,SCggRMDnF-e,Жанна,,"есть сомнения, всегда надо начать чтобы понять"
00:31:14,ByllYvfNxj-g,Владимир,,Не технарь
00:31:26,HkeS5td4Ybl,Нурлан,,Я не Мачетэ.
00:31:34,rylqU6ekKbg,Аркадий,,пока есть проблемы в подключении к Клоду
00:31:35,HkeS5td4Ybl,Нурлан,,Не технарь )))
00:31:39,HSxDJM7xs-l,Наталья,,Ага получится тупой какой нибудь 😂
00:31:40,STxcNP7lo-l,Евгения,,деньги
00:31:42,SVefSWw2Ybg,Павел Гильманов Pavel_Stavro,,"главное продать, а сделать уже не сложно)"
00:31:49,BQl7D2XXtbe,Надежда,,Мой сын занимается  скупкой  и перепродажей   б/у автомобилей. Я так же разбором  и продает зарпчастями  потом. Как создать сотрудника  для таких целей.
00:32:00,SyleDGKQliZl,Виктор,,Последовательность действий.
00:32:01,Smg9uOmxibx,Alexey,,продать
00:32:02,Hgl8C9_Zi-l,Mery,,Лень
00:32:04,HMeMqxDaFWe,Фролова,,отсутствие клиентов
00:32:06,BSlQYRryFbg,Михаил,,Непонимание куда их дальше продавать
00:32:07,rMg4SO4B5bx,Серёга,,Где брать клиентов
00:32:09,BeeiVRJCObe,Sveta,,"я не понимаю как передавать человеку доступ к ии-агенту, к боту"
00:32:12,ByllYvfNxj-g,Владимир,,Не ноутбука
00:32:13,rkgqt7eCO-l,Любовь,,Деньги и нет клиентов.
00:32:15,rEeIivXgsZe,Анастасия,,Юридическая сторона
00:32:19,S5eQZPmxibe,Елена,,учусь на 21 потоке. Реально нет ничего сложного. Но есть вопросы по подключению.
00:32:25,r7lhY6hRFbx,Александра,,"я не технарь, мне не просто во все это вникать, нужно больше времени. Но, уверена, что справятся те, кто будет пробовать, не сдаваться и двигаться"
00:32:26,B4ermMK2tZx,Галина,,Страх найти клиентуру
00:32:29,S7xO3sxdqWl,Валерия,,"Если клиент захочет какого - то особенного агента, а я не знаю, как"
00:32:31,SegadWKWsZe,Елена,,Телеграм отключают
00:32:38,H5lhew7ljWx,Елена,,"Какие ключевые преимущества нейросотрудника от платформенных решений, где есть ответ, запись 24/7 и тд + внедрен ИИ"
00:32:39,BJlx4JfvnF-g,Darina,,"Продажи, как в стенку головой стучишься"
00:32:42,ByxXtoziF-e,Тамара,,"Страх, время, непонимание, вдруг не получится сделать бота по заказу"
00:32:43,rVgsI6uT_Zx,Dmitry Lava,,"не знаю как подготовить бота, страха нет в продажах"
00:32:44,HSxDJM7xs-l,Наталья,,Есть сомнения что смогу кому-то продать его
00:32:49,rMg8Xd7gsZx,Marina,,Вы пользуютесь своей платформой при создании агента или нейросетями в открытом доступе?
00:32:51,Hhldu4jG9bx,Сергей,,"нет денег на обучение, вместо этого кредиты!))"
00:32:53,SegadWKWsZe,Елена,,К Максу боты будут?
00:32:57,H-gFhZYWiWg,Елена,,Хотела сегодня сделать приложение с ботом не работало приложение lovable
00:33:01,BQgOWwJ0OWe,IsakovSergey,,"Конверсия какая? 10 чел предложу, 1 согласится?"
00:33:21,BQeGtREloZg,Валентина,,В максе уже есть боты
00:33:34,HSlRkn_bobg,Данияр,,я не технарь
00:33:55,HwlhGu_WjWg,Любовь,,Ну подключите прокси в телеграмм и не отключат его)))
00:33:55,ByllYvfNxj-g,Владимир,,Лежу в кровате после операции  без работы
00:33:55,Bme8uWKbibg,Катя,,ЧатГПТ в России так то тоже отключен)
00:33:55,B4ermMK2tZx,Галина,,А bot father только в Телеграм?
00:33:55,SWxI3UvZc-e,Екатерина,,+++
00:33:55,SCggRMDnF-e,Жанна,,огонь
00:33:55,rFejKlkCOZe,Виктория,,"сложно подключиться к иностранным нейросетям, даже керез ВПН"
00:33:59,H_efLQrs_Wx,Фахима,,🔥🔥🔥🔥🔥🔥🔥
00:33:59,SXgwv5z3uWl,Ирина,,🔥🔥🔥🔥
00:33:59,B4ermMK2tZx,Галина,,🔥🔥🔥
00:33:59,rZgpkVmxjWg,Сергей,,+++
00:33:59,Sxlalvlw9Zg,Владимир,,огонь
00:34:01,HSxDJM7xs-l,Наталья,,🔥
00:34:04,rmlrqXQaKZg,Владимир,,Огонь🔥🔥🔥
00:34:04,BQeGtREloZg,Валентина,,🔥🔥🔥🔥
00:34:05,HneZXD5et-e,Александр,,+++
00:34:06,HkeS5td4Ybl,Нурлан,,💥💥💥💥
00:34:10,HTx04UZyubl,Галина,,++++
00:34:10,Hbx6wlunFbe,светлана,,+++
00:34:11,rkgqt7eCO-l,Любовь,,Огонь
00:34:12,rUgRTDZ19Zx,Ольга,,+++
00:34:13,Hzxrsbm1t-g,Клавдия,,+
00:34:14,BJgeYJW4xoZx,Александр Юдин,,🔥
00:34:15,SEluA1we9Zx,Наталья,,++++
00:34:16,Hhldu4jG9bx,Сергей,,🔥🔥🔥
00:34:19,rXxZbY4O9Wl,Татьяна,,Говорят чат gpt запретят? Тогда как?
00:34:19,S4lGSc7ytWx,Наталья Афанасьева,,+
00:34:20,BtlWkLuWo-e,Елена,,🔥🔥🔥🔥
00:34:21,BkxePWQ36tZx,Игорь,,Огонь 🔥🔥🔥🔥🔥
00:34:29,rVgsI6uT_Zx,Dmitry Lava,,это монстр!!!!
00:34:52,rrg2NgNxs-l,Анастасия,,🔥
00:34:53,S4xEtl4gjbe,Игорь,,"Джарвис – Супер!
🔥🔥🔥🔥🔥🔥🔥"
00:35:11,rZgpkVmxjWg,Сергей,,🔥🔥🔥
00:35:15,HMxFrFmncbg,Муратбек,,Мы в телефоне не зделаем всё что вы говорите обязательно нужен ноутбук
00:35:28,S7gRBddWjbx,Оксана,,Как эту нишу вывести в легальный бизнес?
00:35:30,B8ehbr60O-e,Зинаида,,А  если официант можно такое
00:37:03,BSlQYRryFbg,Михаил,,+
00:37:11,HMeMqxDaFWe,Фролова,,💥💥💥
00:37:11,SNxTEdOTK-g,Денис Потехин,,+
